StockCode,segment_name,revenue,units,orders,customers,revenue_share,unit_share
10134,Growing Repeat,158.75,127,22,22,0.2252412031782066,0.20684039087947884
10134,High-Value Loyal,334.5,298,15,12,0.47460272417707156,0.48534201954397393
10134,Low-Value / One-Time,5.0,4,3,3,0.007094211123723043,0.006514657980456026
10135,At-Risk / Churned,67.5,54,7,7,0.029313414687106444,0.027245206861755803
10135,Bulk / Wholesale,848.0,800,2,2,0.3682633430320928,0.4036326942482341
10135,Growing Repeat,498.75,399,51,47,0.21659356407695315,0.20131180625630676
10135,High-Value Loyal,703.45,581,60,36,0.30548920832066706,0.29313824419778
10135,Low-Value / One-Time,185.0,148,16,16,0.08034046988318062,0.07467204843592332
10138,Growing Repeat,24.78,59,5,4,0.23886639676113358,0.2388663967611336
10138,High-Value Loyal,73.92,176,10,9,0.7125506072874493,0.7125506072874493
10138,Low-Value / One-Time,5.04,12,1,1,0.048582995951417,0.048582995951417005
11001,At-Risk / Churned,138.57999999999998,82,6,6,0.029213544729946517,0.026684022128213473
11001,Growing Repeat,1784.6399999999999,1056,57,50,0.3762134540832137,0.3436381386267491
11001,High-Value Loyal,2612.6,1812,46,26,0.55075268409192,0.5896518060527172
11001,Low-Value / One-Time,207.87,123,11,11,0.043820317094919785,0.04002603319232021
15030,At-Risk / Churned,4.93,17,2,2,0.15315315315315314,0.15315315315315314
15030,Growing Repeat,13.92,48,6,6,0.43243243243243246,0.43243243243243246
15030,High-Value Loyal,13.34,46,6,4,0.41441441441441446,0.4144144144144144
15034,At-Risk / Churned,35.28000000000001,252,5,5,0.07435821776335204,0.07181533200341977
15034,Growing Repeat,174.44000000000003,1246,40,29,0.36766007671879614,0.3550869193502422
15034,High-Value Loyal,236.04000000000002,1806,32,24,0.49749188551195045,0.5146765460245084
15034,Low-Value / One-Time,28.700000000000003,205,7,7,0.060489820005901446,0.05842120262182958
15036,At-Risk / Churned,416.75,571,20,19,0.03259709907328031,0.029736485782730967
15036,Bulk / Wholesale,2064.36,3660,8,4,0.16146886009098246,0.19060514529736486
15036,Growing Repeat,2109.45,2939,102,72,0.16499568239983478,0.153056973231955
15036,High-Value Loyal,7749.12,11432,161,80,0.606115974494872,0.5953546505572336
15036,Low-Value / One-Time,445.2,600,25,21,0.034822383941030335,0.03124674513071555
15039,At-Risk / Churned,82.45,97,6,6,0.047653450468153974,0.037250384024577574
15039,Bulk / Wholesale,141.0,260,2,2,0.08149346896312565,0.09984639016897082
15039,Growing Repeat,342.55,403,39,33,0.19798289215119638,0.15476190476190477
15039,High-Value Loyal,1041.8,1700,49,26,0.6021269217431511,0.65284178187404
15039,Low-Value / One-Time,122.39999999999999,144,16,16,0.0707432666743729,0.055299539170506916
15044A,At-Risk / Churned,47.2,16,5,5,0.00407838799986175,0.0035778175313059034
15044A,Bulk / Wholesale,192.39999999999998,72,4,4,0.016624615490961874,0.016100178890876567
15044A,Growing Repeat,480.8500000000001,163,37,31,0.04154857774859158,0.036449016100178894
15044A,High-Value Loyal,10793.75,4201,62,33,0.9326504337607575,0.9394007155635062
15044A,Low-Value / One-Time,59.00000000000001,20,8,8,0.005097984999827187,0.004472271914132379
15044B,At-Risk / Churned,8.850000000000001,3,2,2,0.0025165996047374637,0.002274450341167551
15044B,Bulk / Wholesale,319.9,122,5,4,0.09096725576898468,0.09249431387414708
15044B,Growing Repeat,433.65000000000003,147,33,27,0.1233133806321357,0.11144806671721001
15044B,High-Value Loyal,2710.0,1032,54,31,0.7706197659704548,0.7824109173616376
15044B,Low-Value / One-Time,44.25000000000001,15,8,7,0.012582998023687317,0.011372251705837756
15044C,At-Risk / Churned,11.8,4,3,3,0.0071174377224199285,0.006734006734006734
15044C,Bulk / Wholesale,174.7,66,3,3,0.10537426865311537,0.1111111111111111
15044C,Growing Repeat,398.25000000000006,135,30,25,0.24021352313167263,0.22727272727272727
15044C,High-Value Loyal,964.0,352,51,25,0.5814584715604078,0.5925925925925926
15044C,Low-Value / One-Time,109.15,37,14,14,0.06583629893238434,0.06228956228956229
15044D,At-Risk / Churned,29.5,10,3,3,0.011706116942124164,0.01092896174863388
15044D,Bulk / Wholesale,174.7,66,3,3,0.06932402134878275,0.07213114754098361
15044D,Growing Repeat,572.95,201,32,22,0.22735660006745897,0.21967213114754097
15044D,High-Value Loyal,1692.75,621,68,32,0.671712862840023,0.6786885245901639
15044D,Low-Value / One-Time,50.150000000000006,17,9,9,0.01990039880161108,0.018579234972677595
15056BL,At-Risk / Churned,267.75,45,19,19,0.008511470219390893,0.006707407959457445
15056BL,Bulk / Wholesale,2828.2,556,12,9,0.08990528505875377,0.08287375167685199
15056BL,Growing Repeat,4205.1,758,131,91,0.13367538158566067,0.1129825607393054
15056BL,High-Value Loyal,23638.850000000002,5263,320,100,0.7514523540453723,0.7844686242361008
15056BL,Low-Value / One-Time,517.65,87,30,28,0.01645550909082239,0.012967655388284394
15056N,At-Risk / Churned,624.75,105,26,26,0.018350847046901504,0.014581308151645605
15056N,Bulk / Wholesale,3202.55,629,15,9,0.09406883587043524,0.08734897930842939
15056N,Growing Repeat,3967.0000000000005,720,112,85,0.11652310561834058,0.09998611303985558
15056N,High-Value Loyal,25375.8,5600,308,91,0.7453660255986606,0.7776697680877656
15056N,Low-Value / One-Time,874.6500000000001,147,35,34,0.02569118586566211,0.020413831412303848
15056P,At-Risk / Churned,148.75,25,9,8,0.01886003004925796,0.014509576320371444
15056P,Bulk / Wholesale,695.15,137,5,5,0.08813815051254904,0.07951247823563552
15056P,Growing Repeat,1760.7,306,64,56,0.22323936072422515,0.1775972141613465
15056P,High-Value Loyal,5163.45,1235,98,46,0.6546744346745614,0.7167730702263494
15056P,Low-Value / One-Time,119.0,20,13,13,0.015088024039406369,0.011607661056297156
15058A,At-Risk / Churned,7.95,1,1,1,0.005701172505288824,0.0036900369003690036
15058A,Growing Repeat,352.95,61,16,14,0.2531105453763132,0.22509225092250923
15058A,High-Value Loyal,977.9,202,33,21,0.7012800745813761,0.7453874538745388
15058A,Low-Value / One-Time,55.65,7,5,5,0.03990820753702176,0.025830258302583026
15058B,At-Risk / Churned,7.95,1,1,1,0.007537688442211055,0.005376344086021506
15058B,Growing Repeat,321.65000000000003,47,18,16,0.3049682374134825,0.25268817204301075
15058B,High-Value Loyal,685.35,133,28,19,0.6498056319332511,0.7150537634408602
15058B,Low-Value / One-Time,39.75,5,3,3,0.03768844221105527,0.026881720430107527
15058C,At-Risk / Churned,7.95,1,1,1,0.007436856875584659,0.004545454545454545
15058C,Growing Repeat,435.5,90,16,14,0.40739008419083256,0.4090909090909091
15058C,High-Value Loyal,617.6,128,23,17,0.5777362020579981,0.5818181818181818
15058C,Low-Value / One-Time,7.95,1,1,1,0.007436856875584659,0.004545454545454545
15059A,High-Value Loyal,1515.0,505,1,1,1.0,1.0
15060B,At-Risk / Churned,236.25,63,14,13,0.0866479617098531,0.08456375838926175
15060B,Growing Repeat,1035.75,289,67,57,0.3798756670517687,0.38791946308724834
15060B,High-Value Loyal,1327.05,359,91,44,0.48671397920448917,0.4818791946308725
15060B,Low-Value / One-Time,127.5,34,14,14,0.046762392033888975,0.04563758389261745
16008,Growing Repeat,46.25,185,11,7,0.7370517928286853,0.7370517928286853
16008,High-Value Loyal,12.0,48,2,2,0.19123505976095617,0.19123505976095617
16008,Low-Value / One-Time,4.5,18,3,3,0.07171314741035857,0.07171314741035857
16010,Growing Repeat,0.24,2,1,1,0.14285714285714285,0.14285714285714285
16010,High-Value Loyal,1.44,12,1,1,0.8571428571428571,0.8571428571428571
16011,At-Risk / Churned,35.28,168,4,4,0.07897387683835876,0.07876230661040788
16011,Growing Repeat,218.60999999999999,1041,34,27,0.4893559868376872,0.4880450070323488
16011,High-Value Loyal,158.19,759,21,12,0.35410650728628035,0.3558368495077356
16011,Low-Value / One-Time,34.65,165,9,9,0.07756362903767376,0.07735583684950774
16012,Bulk / Wholesale,5.04,24,1,1,0.014123581336696093,0.01407624633431085
16012,Growing Repeat,138.81,661,19,19,0.3889869693148382,0.387683284457478
16012,High-Value Loyal,202.92,972,26,20,0.5686422866750735,0.5700879765395894
16012,Low-Value / One-Time,10.08,48,2,2,0.028247162673392185,0.0281524926686217
16014,At-Risk / Churned,8.4,20,1,1,0.0015263791016895565,0.0011736400445983217
16014,Bulk / Wholesale,4998.0,15600,13,5,0.9081955655052861,0.9154392347866909
16014,Growing Repeat,264.58,749,16,8,0.04807730746726462,0.04395281967020715
16014,High-Value Loyal,22.68,54,5,4,0.004121223574561802,0.0031688281204154687
16014,Low-Value / One-Time,209.56,618,7,5,0.03807952435119803,0.03626547737808814
16015,At-Risk / Churned,20.0,40,2,2,0.04740459824602987,0.043907793633369926
16015,Bulk / Wholesale,44.4,100,3,2,0.1052382081061863,0.10976948408342481
16015,Growing Repeat,178.0,356,25,15,0.4219009243896658,0.3907793633369923
16015,High-Value Loyal,148.5,353,8,6,0.35197914197677177,0.38748627881448955
16015,Low-Value / One-Time,31.0,62,4,3,0.0734771272813463,0.06805708013172337
16016,At-Risk / Churned,25.5,30,2,2,0.03066009378381628,0.02835538752362949
16016,Bulk / Wholesale,79.8,100,3,2,0.09594805819406035,0.0945179584120983
16016,Growing Repeat,210.8,248,24,15,0.2534567752795479,0.23440453686200377
16016,High-Value Loyal,405.1,550,11,7,0.48707466634603824,0.5198487712665406
16016,Low-Value / One-Time,110.5,130,4,4,0.1328604063965372,0.12287334593572778
16020C,At-Risk / Churned,14.45,17,2,2,0.2236842105263158,0.2236842105263158
16020C,Growing Repeat,22.95,27,13,12,0.35526315789473684,0.35526315789473684
16020C,High-Value Loyal,15.299999999999999,18,4,4,0.2368421052631579,0.23684210526315788
16020C,Low-Value / One-Time,11.899999999999999,14,3,3,0.18421052631578946,0.18421052631578946
16033,At-Risk / Churned,86.39999999999999,720,5,5,0.0604483250776593,0.050843866958548124
16033,Growing Repeat,215.99999999999997,1800,15,15,0.15112081269414826,0.1271096673963703
16033,High-Value Loyal,1054.9199999999998,11041,21,16,0.7380572579968095,0.7796765765129581
16033,Low-Value / One-Time,72.0,600,4,4,0.050373604231382756,0.04236988913212344
16043,Growing Repeat,20.580000000000002,49,3,2,0.12302725968436155,0.023972602739726026
16043,High-Value Loyal,145.85999999999999,1993,6,6,0.871951219512195,0.9750489236790607
16043,Low-Value / One-Time,0.84,2,1,1,0.005021520803443328,0.0009784735812133072
16044,High-Value Loyal,388.8,6192,2,2,1.0,1.0
16045,Growing Repeat,24.0,200,2,2,0.5,0.5
16045,High-Value Loyal,12.0,100,1,1,0.25,0.25
16045,Low-Value / One-Time,12.0,100,1,1,0.25,0.25
16046,At-Risk / Churned,48.84,132,2,2,0.04929200771070719,0.013350864771922728
16046,Growing Repeat,97.28999999999999,189,14,13,0.09819040602323305,0.019116010923434814
16046,High-Value Loyal,837.05,9557,13,13,0.8447967865325031,0.9666228380701932
16046,Low-Value / One-Time,7.65,9,4,4,0.007720799733556716,0.0009102862344492768
16047,At-Risk / Churned,4.25,5,1,1,0.0041777664186220245,0.0004721881197469072
16047,Growing Repeat,56.95,67,8,8,0.05598207000953514,0.006327320804608556
16047,High-Value Loyal,888.94,10438,11,9,0.8738314541576149,0.9857399187836434
16047,Low-Value / One-Time,67.14999999999999,79,3,3,0.06600870941422798,0.007460572292001133
16048,Growing Repeat,87.24,482,10,10,0.2796691671475284,0.2438037430450177
16048,High-Value Loyal,224.27999999999997,1494,11,10,0.7189844200807847,0.7556904400606981
16048,Low-Value / One-Time,0.42,1,1,1,0.0013464127716868628,0.0005058168942842691
16049,At-Risk / Churned,30.24,72,2,2,0.06562499999999999,0.02727272727272727
16049,Growing Repeat,142.56,648,8,7,0.309375,0.24545454545454545
16049,High-Value Loyal,288.0,1920,10,9,0.625,0.7272727272727273
16050,Growing Repeat,18.0,72,3,3,0.5901639344262295,0.5901639344262295
16050,High-Value Loyal,12.5,50,1,1,0.4098360655737705,0.4098360655737705
16051,At-Risk / Churned,15.12,36,1,1,0.18394160583941604,0.03837953091684435
16051,High-Value Loyal,67.08,902,2,2,0.8160583941605839,0.9616204690831557
16052,At-Risk / Churned,22.68,54,2,2,0.1574344023323615,0.15743440233236153
16052,Growing Repeat,101.22,241,11,10,0.7026239067055393,0.7026239067055393
16052,High-Value Loyal,20.16,48,2,2,0.13994169096209913,0.13994169096209913
16053,Growing Repeat,21.0,100,2,2,0.11501807426881366,0.023266635644485806
16053,High-Value Loyal,161.58,4198,6,6,0.8849819257311864,0.9767333643555142
16054,Growing Repeat,0.84,2,2,2,0.05128205128205128,0.05128205128205128
16054,High-Value Loyal,15.54,37,2,2,0.9487179487179487,0.9487179487179487
16119,Growing Repeat,18.75,15,3,3,0.14624444271117695,0.055350553505535055
16119,High-Value Loyal,109.46000000000001,256,4,4,0.853755557288823,0.9446494464944649
16151A,Growing Repeat,7.5,2,1,1,0.6666666666666666,0.6666666666666666
16151A,High-Value Loyal,3.75,1,1,1,0.3333333333333333,0.3333333333333333
16156L,Growing Repeat,31.5,75,3,3,0.15789473684210525,0.15789473684210525
16156L,High-Value Loyal,168.0,400,15,14,0.8421052631578947,0.8421052631578947
16156N,At-Risk / Churned,31.5,75,3,3,0.05172413793103448,0.05172413793103448
16156N,Growing Repeat,283.5,675,25,23,0.46551724137931033,0.46551724137931033
16156N,High-Value Loyal,283.5,675,26,24,0.46551724137931033,0.46551724137931033
16156N,Low-Value / One-Time,10.5,25,1,1,0.017241379310344827,0.017241379310344827
16156S,At-Risk / Churned,63.0,150,5,5,0.014865081687163176,0.01377916590115745
16156S,Growing Repeat,1118.0,2700,97,87,0.2637962115277529,0.2480249862208341
16156S,High-Value Loyal,2868.12,7586,135,78,0.6767434617235945,0.6968583501745361
16156S,Low-Value / One-Time,189.0,450,17,17,0.04459524506148953,0.04133749770347235
16161C,At-Risk / Churned,10.0,100,1,1,0.2222222222222222,0.2222222222222222
16161C,High-Value Loyal,35.0,350,1,1,0.7777777777777778,0.7777777777777778
16161E,Growing Repeat,2.5,25,1,1,0.03333333333333333,0.03333333333333333
16161E,High-Value Loyal,72.5,725,8,7,0.9666666666666667,0.9666666666666667
16161G,At-Risk / Churned,5.0,50,2,2,0.18181818181818182,0.18181818181818182
16161G,Growing Repeat,7.5,75,3,3,0.2727272727272727,0.2727272727272727
16161G,High-Value Loyal,15.0,150,6,6,0.5454545454545454,0.5454545454545454
16161M,At-Risk / Churned,42.0,100,3,3,0.09567198177676538,0.09523809523809523
16161M,Growing Repeat,178.5,425,16,15,0.40660592255125283,0.40476190476190477
16161M,High-Value Loyal,208.0,500,19,17,0.47380410022779046,0.47619047619047616
16161M,Low-Value / One-Time,10.5,25,1,1,0.023917995444191344,0.023809523809523808
16161P,At-Risk / Churned,42.0,100,4,4,0.01689134841221325,0.016469038208168644
16161P,Growing Repeat,798.0,1900,71,62,0.3209356198320517,0.3129117259552042
16161P,High-Value Loyal,1478.48,3672,104,70,0.594607638106882,0.6047430830039525
16161P,Low-Value / One-Time,168.0,400,14,13,0.067565393648853,0.06587615283267458
16161U,At-Risk / Churned,63.0,150,6,6,0.02616365992225655,0.025100401606425703
16161U,Growing Repeat,493.5,1175,46,43,0.20494866939100967,0.196619812583668
16161U,High-Value Loyal,1714.92,4326,123,75,0.7121997408551779,0.7238955823293173
16161U,Low-Value / One-Time,136.5,325,10,10,0.056687929831555864,0.054384203480589026
16162L,At-Risk / Churned,15.600000000000001,24,1,1,0.028743044551719058,0.0029754525167369206
16162L,Bulk / Wholesale,27.36,144,1,1,0.05041087813686111,0.017852715100421523
16162L,Growing Repeat,7.800000000000001,12,1,1,0.014371522275859529,0.0014877262583684603
16162L,High-Value Loyal,491.98,7886,8,8,0.9064745550355603,0.9776841061244731
16162M,Growing Repeat,5.04,12,1,1,0.19999999999999998,0.2
16162M,High-Value Loyal,5.04,12,1,1,0.19999999999999998,0.2
16162M,Low-Value / One-Time,15.120000000000001,36,3,3,0.6,0.6
16168M,At-Risk / Churned,27.36,168,2,2,0.09210260553423551,0.13197172034564023
16168M,Growing Repeat,79.02,291,11,10,0.26600686729953543,0.22859387274155538
16168M,High-Value Loyal,179.34,787,19,12,0.6037164209250656,0.6182246661429693
16168M,Low-Value / One-Time,11.34,27,2,2,0.0381741062411634,0.021209740769835034
16168S,Growing Repeat,10.439999999999998,36,3,2,0.08567208271787297,0.0282574568288854
16168S,High-Value Loyal,111.41999999999999,1238,4,2,0.914327917282127,0.9717425431711146
16169A,Growing Repeat,10.5,25,1,1,1.0,1.0
16169C,At-Risk / Churned,10.5,25,1,1,0.018518518518518517,0.018518518518518517
16169C,Growing Repeat,283.5,675,22,22,0.5,0.5
16169C,High-Value Loyal,241.5,575,18,17,0.42592592592592593,0.42592592592592593
16169C,Low-Value / One-Time,31.5,75,2,2,0.05555555555555555,0.05555555555555555
16169D,At-Risk / Churned,21.0,50,2,2,0.2,0.2
16169D,Growing Repeat,31.5,75,3,3,0.3,0.3
16169D,High-Value Loyal,52.5,125,4,4,0.5,0.5
16169F,At-Risk / Churned,10.5,25,1,1,0.02564102564102564,0.02564102564102564
16169F,Growing Repeat,199.5,475,16,16,0.48717948717948717,0.48717948717948717
16169F,High-Value Loyal,178.5,425,15,15,0.4358974358974359,0.4358974358974359
16169F,Low-Value / One-Time,21.0,50,2,2,0.05128205128205128,0.05128205128205128
16169G,High-Value Loyal,10.5,25,1,1,1.0,1.0
16169K,Growing Repeat,191.75,525,19,19,0.3336233144845585,0.28
16169K,High-Value Loyal,363.0,1275,30,28,0.631578947368421,0.68
16169K,Low-Value / One-Time,20.0,75,3,3,0.034797738147020446,0.04
16169M,Growing Repeat,111.5,375,13,13,0.30652920962199315,0.26785714285714285
16169M,High-Value Loyal,237.0,975,19,18,0.6515463917525773,0.6964285714285714
16169M,Low-Value / One-Time,15.25,50,2,2,0.04192439862542955,0.03571428571428571
16169N,At-Risk / Churned,31.5,75,3,3,0.05029940119760479,0.037037037037037035
16169N,Growing Repeat,159.25,475,18,15,0.25429141716566867,0.2345679012345679
16169N,High-Value Loyal,394.5,1350,30,29,0.629940119760479,0.6666666666666666
16169N,Low-Value / One-Time,41.0,125,5,5,0.0654690618762475,0.06172839506172839
16169P,At-Risk / Churned,10.5,25,1,1,0.020477815699658702,0.014705882352941176
16169P,Growing Repeat,139.25,400,15,15,0.2715748415407119,0.23529411764705882
16169P,High-Value Loyal,347.75,1225,28,26,0.6782057532910776,0.7205882352941176
16169P,Low-Value / One-Time,15.25,50,2,2,0.029741589468551925,0.029411764705882353
16201A,At-Risk / Churned,30.15,13,2,2,0.1509009009009009,0.13
16201A,Growing Repeat,52.65,27,3,2,0.2635135135135135,0.27
16201A,High-Value Loyal,117.0,60,3,3,0.5855855855855856,0.6
16201B,Growing Repeat,23.4,12,1,1,0.5,0.5
16201B,High-Value Loyal,23.4,12,1,1,0.5,0.5
16202A,Growing Repeat,44.4,8,7,6,0.1653631284916201,0.012232415902140673
16202A,High-Value Loyal,213.0,644,9,7,0.7932960893854749,0.9847094801223242
16202A,Low-Value / One-Time,11.1,2,1,1,0.041340782122905026,0.0030581039755351682
16202B,At-Risk / Churned,28.95,13,2,2,0.06366695256317213,0.012935323383084577
16202B,Growing Repeat,11.1,2,2,2,0.024411163158936464,0.001990049751243781
16202B,High-Value Loyal,414.65999999999997,990,12,8,0.9119218842778913,0.9850746268656716
16202C,At-Risk / Churned,5.55,1,1,1,0.02757078986587183,0.010638297872340425
16202C,Growing Repeat,28.95,13,2,2,0.14381520119225036,0.13829787234042554
16202C,High-Value Loyal,166.8,80,7,7,0.8286140089418778,0.851063829787234
16202E,At-Risk / Churned,5.55,1,1,1,0.03878406708595388,0.015151515151515152
16202E,Growing Repeat,104.69999999999999,50,6,5,0.7316561844863732,0.7575757575757576
16202E,High-Value Loyal,27.299999999999997,14,2,2,0.19077568134171907,0.21212121212121213
16202E,Low-Value / One-Time,5.55,1,1,1,0.03878406708595388,0.015151515151515152
16206B,At-Risk / Churned,16.25,13,2,2,0.15095215977705526,0.14606741573033707
16206B,Growing Repeat,53.75,43,5,4,0.49930329772410587,0.48314606741573035
16206B,High-Value Loyal,17.65,17,3,2,0.1639572689270785,0.19101123595505617
16206B,Low-Value / One-Time,20.0,16,4,4,0.18578727357176034,0.1797752808988764
16207A,Growing Repeat,50.150000000000006,17,6,5,0.40476190476190477,0.40476190476190477
16207A,High-Value Loyal,56.050000000000004,19,5,5,0.4523809523809524,0.4523809523809524
16207A,Low-Value / One-Time,17.700000000000003,6,3,3,0.14285714285714288,0.14285714285714285
16207B,At-Risk / Churned,11.8,4,1,1,0.03873297226325292,0.01932367149758454
16207B,Growing Repeat,23.6,8,3,3,0.07746594452650583,0.03864734299516908
16207B,High-Value Loyal,269.25,195,6,5,0.8838010832102413,0.9420289855072463
16212,At-Risk / Churned,23.400000000000002,36,1,1,0.09836065573770492,0.09836065573770492
16212,Growing Repeat,104.00000000000001,160,12,12,0.4371584699453552,0.4371584699453552
16212,High-Value Loyal,94.9,146,11,10,0.39890710382513656,0.3989071038251366
16212,Low-Value / One-Time,15.600000000000001,24,6,6,0.06557377049180328,0.06557377049180328
16215,At-Risk / Churned,0.65,1,1,1,0.125,0.125
16215,Growing Repeat,1.9500000000000002,3,1,1,0.375,0.375
16215,High-Value Loyal,2.6,4,1,1,0.5,0.5
16216,At-Risk / Churned,12.8,80,1,1,0.09768009768009767,0.09768009768009768
16216,Growing Repeat,61.440000000000005,384,17,16,0.4688644688644688,0.46886446886446886
16216,High-Value Loyal,29.92,187,12,11,0.2283272283272283,0.22832722832722832
16216,Low-Value / One-Time,26.880000000000003,168,7,7,0.20512820512820512,0.20512820512820512
16218,At-Risk / Churned,12.8,80,1,1,0.10457516339869281,0.10457516339869281
16218,Growing Repeat,58.56,366,9,9,0.47843137254901963,0.47843137254901963
16218,High-Value Loyal,47.84,299,9,8,0.3908496732026144,0.3908496732026144
16218,Low-Value / One-Time,3.2,20,1,1,0.026143790849673203,0.026143790849673203
16219,At-Risk / Churned,2.52,12,1,1,0.041237113402061855,0.041237113402061855
16219,Growing Repeat,19.95,95,7,7,0.32646048109965636,0.32646048109965636
16219,High-Value Loyal,33.6,160,10,9,0.5498281786941581,0.5498281786941581
16219,Low-Value / One-Time,5.04,24,1,1,0.08247422680412371,0.08247422680412371
16225,At-Risk / Churned,1.25,1,1,1,0.0025877238381119966,0.0015128593040847202
16225,Growing Repeat,198.24,192,20,20,0.4103922989338578,0.29046898638426627
16225,High-Value Loyal,195.18,390,9,9,0.4040575509781596,0.5900151285930408
16225,Low-Value / One-Time,88.38,78,7,7,0.1829624262498706,0.11800302571860817
16235,At-Risk / Churned,51.24,244,9,9,0.09772844309664132,0.09717244125846276
16235,Growing Repeat,208.32,992,30,26,0.39732219488470566,0.3950617283950617
16235,High-Value Loyal,210.57,1017,32,26,0.40161354923613896,0.4050179211469534
16235,Low-Value / One-Time,54.18,258,11,11,0.10333581278251418,0.1027479091995221
16236,At-Risk / Churned,6.3,30,3,3,0.026572187776793623,0.026572187776793623
16236,Growing Repeat,112.98,538,34,31,0.4765279007971656,0.4765279007971656
16236,High-Value Loyal,107.1,510,26,19,0.45172719220549157,0.45172719220549157
16236,Low-Value / One-Time,10.709999999999999,51,7,7,0.045172719220549155,0.045172719220549155
16237,At-Risk / Churned,58.17,277,8,8,0.04992018948560836,0.04897454031117397
16237,Bulk / Wholesale,6.3,30,1,1,0.005406518716852891,0.005304101838755304
16237,Growing Repeat,352.59,1679,69,61,0.30258483085320015,0.29685289957567185
16237,High-Value Loyal,676.59,3329,89,44,0.5806343648627774,0.5885785007072136
16237,Low-Value / One-Time,71.61,341,22,22,0.061454096081561195,0.06028995756718529
16238,At-Risk / Churned,0.84,4,2,2,0.003883495145631068,0.003883495145631068
16238,Growing Repeat,111.09,529,28,24,0.5135922330097087,0.5135922330097087
16238,High-Value Loyal,81.48,388,20,17,0.3766990291262136,0.3766990291262136
16238,Low-Value / One-Time,22.89,109,10,10,0.1058252427184466,0.10582524271844661
16239,Growing Repeat,52.35,31,5,5,0.11176345004269855,0.09171597633136094
16239,High-Value Loyal,410.15,305,6,6,0.8756404782237404,0.9023668639053254
16239,Low-Value / One-Time,5.9,2,2,2,0.01259607173356106,0.005917159763313609
16243B,High-Value Loyal,399.75,205,1,1,1.0,1.0
16244A,At-Risk / Churned,12.75,3,2,2,0.043515358361774746,0.02112676056338028
16244A,High-Value Loyal,267.5,136,3,3,0.9129692832764505,0.9577464788732394
16244A,Low-Value / One-Time,12.75,3,1,1,0.043515358361774746,0.02112676056338028
16244B,At-Risk / Churned,12.75,3,1,1,0.021074380165289255,0.009933774834437087
16244B,High-Value Loyal,583.75,297,3,3,0.9648760330578512,0.9834437086092715
16244B,Low-Value / One-Time,8.5,2,2,2,0.014049586776859505,0.006622516556291391
16245A,At-Risk / Churned,1.25,1,1,1,0.09090909090909091,0.09090909090909091
16245A,Growing Repeat,3.75,3,2,2,0.2727272727272727,0.2727272727272727
16245A,High-Value Loyal,8.75,7,4,4,0.6363636363636364,0.6363636363636364
