CustomerID,segment_name
12666.0,Growing Repeat
12668.0,High-Value Loyal
12670.0,Low-Value / One-Time
12671.0,Growing Repeat
12672.0,At-Risk / Churned
12673.0,Low-Value / One-Time
12675.0,Growing Repeat
12676.0,Growing Repeat
12677.0,At-Risk / Churned
12678.0,High-Value Loyal
12681.0,High-Value Loyal
12682.0,High-Value Loyal
12683.0,High-Value Loyal
12686.0,Low-Value / One-Time
12687.0,Growing Repeat
12691.0,Low-Value / One-Time
12692.0,At-Risk / Churned
12693.0,Growing Repeat
12694.0,Growing Repeat
12695.0,Growing Repeat
12696.0,Growing Repeat
12698.0,At-Risk / Churned
12699.0,Low-Value / One-Time
12701.0,Growing Repeat
12703.0,At-Risk / Churned
12705.0,High-Value Loyal
12708.0,High-Value Loyal
12709.0,High-Value Loyal
12711.0,Growing Repeat
12712.0,High-Value Loyal
12714.0,High-Value Loyal
12717.0,At-Risk / Churned
12720.0,Growing Repeat
12721.0,Growing Repeat
12724.0,Growing Repeat
12725.0,Growing Repeat
12726.0,Growing Repeat
12727.0,Growing Repeat
12728.0,Low-Value / One-Time
12730.0,Low-Value / One-Time
12731.0,High-Value Loyal
12733.0,Growing Repeat
12734.0,Low-Value / One-Time
12737.0,Bulk / Wholesale
12738.0,Low-Value / One-Time
12739.0,Growing Repeat
12741.0,Low-Value / One-Time
12742.0,Growing Repeat
12744.0,Growing Repeat
12745.0,Growing Repeat
12746.0,At-Risk / Churned
12747.0,High-Value Loyal
12748.0,High-Value Loyal
12749.0,Growing Repeat
12751.0,Low-Value / One-Time
12755.0,High-Value Loyal
12758.0,High-Value Loyal
12759.0,High-Value Loyal
12760.0,Low-Value / One-Time
12761.0,Growing Repeat
12763.0,Low-Value / One-Time
12765.0,Growing Repeat
12766.0,Growing Repeat
12767.0,Growing Repeat
12768.0,Low-Value / One-Time
12770.0,Bulk / Wholesale
12771.0,Low-Value / One-Time
12773.0,At-Risk / Churned
12774.0,At-Risk / Churned
12775.0,Low-Value / One-Time
12776.0,At-Risk / Churned
12777.0,Low-Value / One-Time
12778.0,Growing Repeat
12779.0,High-Value Loyal
12780.0,At-Risk / Churned
12782.0,Growing Repeat
12784.0,Growing Repeat
12785.0,Low-Value / One-Time
12786.0,At-Risk / Churned
12787.0,Low-Value / One-Time
12788.0,Low-Value / One-Time
12789.0,Bulk / Wholesale
12790.0,Low-Value / One-Time
12791.0,Growing Repeat
12792.0,At-Risk / Churned
12793.0,Low-Value / One-Time
12796.0,Bulk / Wholesale
12797.0,Low-Value / One-Time
12798.0,Growing Repeat
12799.0,At-Risk / Churned
12800.0,Low-Value / One-Time
12801.0,Growing Repeat
12802.0,Growing Repeat
12803.0,Growing Repeat
12804.0,Low-Value / One-Time
12805.0,Growing Repeat
12806.0,Growing Repeat
12807.0,Low-Value / One-Time
12808.0,Low-Value / One-Time
12809.0,Growing Repeat
12810.0,Low-Value / One-Time
12811.0,Low-Value / One-Time
12813.0,Growing Repeat
12817.0,Low-Value / One-Time
12819.0,Low-Value / One-Time
12820.0,Growing Repeat
12821.0,At-Risk / Churned
12823.0,Bulk / Wholesale
12825.0,Low-Value / One-Time
12826.0,Growing Repeat
12829.0,At-Risk / Churned
12831.0,Low-Value / One-Time
12835.0,High-Value Loyal
12836.0,High-Value Loyal
12837.0,At-Risk / Churned
12838.0,High-Value Loyal
12839.0,High-Value Loyal
12840.0,Growing Repeat
12841.0,High-Value Loyal
12842.0,Bulk / Wholesale
12843.0,High-Value Loyal
12844.0,Low-Value / One-Time
12846.0,At-Risk / Churned
12847.0,Low-Value / One-Time
12848.0,At-Risk / Churned
12849.0,Growing Repeat
12850.0,Bulk / Wholesale
12851.0,Low-Value / One-Time
12853.0,Growing Repeat
12854.0,Growing Repeat
12855.0,Growing Repeat
12857.0,Growing Repeat
12858.0,Low-Value / One-Time
12859.0,Low-Value / One-Time
12860.0,At-Risk / Churned
12861.0,At-Risk / Churned
12862.0,Growing Repeat
12863.0,Growing Repeat
12864.0,At-Risk / Churned
12865.0,Growing Repeat
12866.0,Low-Value / One-Time
12867.0,High-Value Loyal
12868.0,Growing Repeat
12869.0,At-Risk / Churned
12870.0,Growing Repeat
12871.0,Low-Value / One-Time
12872.0,High-Value Loyal
12873.0,Growing Repeat
12874.0,Growing Repeat
12875.0,Bulk / Wholesale
12876.0,Growing Repeat
12877.0,Growing Repeat
12880.0,Low-Value / One-Time
12887.0,Low-Value / One-Time
12889.0,Low-Value / One-Time
12890.0,Low-Value / One-Time
12891.0,Bulk / Wholesale
12892.0,Low-Value / One-Time
12894.0,At-Risk / Churned
12897.0,Low-Value / One-Time
12898.0,Low-Value / One-Time
12899.0,Low-Value / One-Time
12900.0,Low-Value / One-Time
12903.0,Low-Value / One-Time
12905.0,Growing Repeat
12907.0,Low-Value / One-Time
12908.0,Bulk / Wholesale
12909.0,Growing Repeat
12910.0,Growing Repeat
12911.0,Growing Repeat
12913.0,High-Value Loyal
12914.0,Low-Value / One-Time
12915.0,Growing Repeat
12916.0,Growing Repeat
12917.0,High-Value Loyal
12918.0,Bulk / Wholesale
12920.0,At-Risk / Churned
12921.0,High-Value Loyal
12923.0,Low-Value / One-Time
12924.0,Growing Repeat
12925.0,At-Risk / Churned
12926.0,Growing Repeat
12927.0,Low-Value / One-Time
12928.0,High-Value Loyal
12931.0,High-Value Loyal
12932.0,Growing Repeat
12933.0,Growing Repeat
12934.0,At-Risk / Churned
12935.0,High-Value Loyal
12937.0,Growing Repeat
12939.0,High-Value Loyal
12941.0,At-Risk / Churned
12942.0,Low-Value / One-Time
12943.0,At-Risk / Churned
12945.0,At-Risk / Churned
12946.0,Low-Value / One-Time
12947.0,Low-Value / One-Time
12948.0,At-Risk / Churned
12949.0,High-Value Loyal
12951.0,High-Value Loyal
12953.0,Low-Value / One-Time
12954.0,At-Risk / Churned
12956.0,At-Risk / Churned
12957.0,High-Value Loyal
12958.0,Low-Value / One-Time
12959.0,Low-Value / One-Time
12960.0,Growing Repeat
12961.0,Low-Value / One-Time
12963.0,Growing Repeat
12964.0,Low-Value / One-Time
12967.0,Growing Repeat
12969.0,At-Risk / Churned
12970.0,Growing Repeat
12971.0,High-Value Loyal
12972.0,Growing Repeat
12973.0,Bulk / Wholesale
12974.0,At-Risk / Churned
12975.0,Growing Repeat
12976.0,High-Value Loyal
12977.0,Low-Value / One-Time
12978.0,Growing Repeat
12979.0,At-Risk / Churned
12980.0,High-Value Loyal
12982.0,Growing Repeat
12983.0,At-Risk / Churned
12986.0,High-Value Loyal
12987.0,Growing Repeat
12989.0,High-Value Loyal
12990.0,Bulk / Wholesale
12991.0,Low-Value / One-Time
12992.0,At-Risk / Churned
12993.0,Growing Repeat
12996.0,Low-Value / One-Time
12997.0,Growing Repeat
12998.0,Growing Repeat
13000.0,At-Risk / Churned
13001.0,High-Value Loyal
13002.0,Low-Value / One-Time
13004.0,High-Value Loyal
13005.0,Low-Value / One-Time
13007.0,At-Risk / Churned
13008.0,Low-Value / One-Time
13009.0,Bulk / Wholesale
13010.0,Low-Value / One-Time
13011.0,Low-Value / One-Time
13012.0,Growing Repeat
13013.0,High-Value Loyal
13014.0,Growing Repeat
13015.0,High-Value Loyal
13018.0,Growing Repeat
13019.0,Growing Repeat
13020.0,At-Risk / Churned
13021.0,Growing Repeat
13022.0,Low-Value / One-Time
13023.0,Low-Value / One-Time
13024.0,Low-Value / One-Time
13025.0,At-Risk / Churned
13026.0,Growing Repeat
13027.0,High-Value Loyal
13029.0,Bulk / Wholesale
13030.0,Low-Value / One-Time
13031.0,Growing Repeat
13032.0,Growing Repeat
13033.0,Low-Value / One-Time
13034.0,Low-Value / One-Time
13035.0,Low-Value / One-Time
13036.0,At-Risk / Churned
13037.0,High-Value Loyal
13039.0,Growing Repeat
13041.0,Growing Repeat
13042.0,Growing Repeat
13044.0,High-Value Loyal
13045.0,Low-Value / One-Time
13046.0,Low-Value / One-Time
13047.0,High-Value Loyal
13048.0,Growing Repeat
13049.0,Bulk / Wholesale
13050.0,High-Value Loyal
13051.0,At-Risk / Churned
13052.0,Growing Repeat
13053.0,At-Risk / Churned
13055.0,Growing Repeat
13056.0,At-Risk / Churned
13057.0,Growing Repeat
13059.0,Growing Repeat
13063.0,Low-Value / One-Time
13064.0,At-Risk / Churned
13065.0,Growing Repeat
13067.0,Low-Value / One-Time
13069.0,High-Value Loyal
13070.0,Bulk / Wholesale
13071.0,At-Risk / Churned
13073.0,Low-Value / One-Time
13074.0,Growing Repeat
13076.0,Low-Value / One-Time
13077.0,Growing Repeat
13078.0,High-Value Loyal
13079.0,Low-Value / One-Time
13080.0,Low-Value / One-Time
13081.0,High-Value Loyal
13082.0,High-Value Loyal
13083.0,Low-Value / One-Time
13084.0,Bulk / Wholesale
13085.0,Growing Repeat
13086.0,Low-Value / One-Time
13087.0,At-Risk / Churned
13088.0,Low-Value / One-Time
13089.0,High-Value Loyal
13090.0,High-Value Loyal
13091.0,At-Risk / Churned
13092.0,Growing Repeat
13093.0,High-Value Loyal
13094.0,Bulk / Wholesale
13096.0,Bulk / Wholesale
13097.0,High-Value Loyal
13101.0,Low-Value / One-Time
13102.0,High-Value Loyal
13103.0,Low-Value / One-Time
13104.0,Bulk / Wholesale
13105.0,Bulk / Wholesale
13106.0,Bulk / Wholesale
13107.0,High-Value Loyal
13108.0,Growing Repeat
13109.0,At-Risk / Churned
13110.0,Growing Repeat
13111.0,At-Risk / Churned
13112.0,At-Risk / Churned
13113.0,High-Value Loyal
13114.0,At-Risk / Churned
13115.0,High-Value Loyal
13117.0,High-Value Loyal
13118.0,Growing Repeat
13119.0,At-Risk / Churned
13123.0,Low-Value / One-Time
13124.0,Growing Repeat
13125.0,At-Risk / Churned
13126.0,Growing Repeat
13128.0,Bulk / Wholesale
13129.0,Low-Value / One-Time
13131.0,Growing Repeat
13133.0,Low-Value / One-Time
13134.0,Low-Value / One-Time
13135.0,Low-Value / One-Time
13136.0,High-Value Loyal
13137.0,High-Value Loyal
13138.0,Low-Value / One-Time
13139.0,Growing Repeat
13140.0,Growing Repeat
13141.0,High-Value Loyal
13143.0,At-Risk / Churned
13144.0,Low-Value / One-Time
13145.0,Bulk / Wholesale
13148.0,High-Value Loyal
13150.0,Bulk / Wholesale
13151.0,At-Risk / Churned
13152.0,Growing Repeat
13154.0,Growing Repeat
13155.0,Growing Repeat
13156.0,Growing Repeat
13157.0,High-Value Loyal
13158.0,Low-Value / One-Time
13161.0,Low-Value / One-Time
13162.0,High-Value Loyal
13163.0,At-Risk / Churned
13164.0,At-Risk / Churned
13165.0,Bulk / Wholesale
13166.0,Low-Value / One-Time
13167.0,Low-Value / One-Time
13168.0,Low-Value / One-Time
13169.0,At-Risk / Churned
13172.0,Bulk / Wholesale
13173.0,Growing Repeat
13174.0,High-Value Loyal
13175.0,At-Risk / Churned
13177.0,Low-Value / One-Time
13178.0,High-Value Loyal
13179.0,At-Risk / Churned
13180.0,At-Risk / Churned
13181.0,Low-Value / One-Time
13183.0,High-Value Loyal
13187.0,At-Risk / Churned
13190.0,At-Risk / Churned
13191.0,At-Risk / Churned
13192.0,Growing Repeat
13194.0,Bulk / Wholesale
13195.0,Low-Value / One-Time
13196.0,Growing Repeat
13197.0,At-Risk / Churned
13198.0,Growing Repeat
13199.0,High-Value Loyal
13201.0,Growing Repeat
13202.0,Growing Repeat
13203.0,Growing Repeat
13204.0,At-Risk / Churned
13205.0,Bulk / Wholesale
13206.0,High-Value Loyal
13207.0,Bulk / Wholesale
13208.0,Growing Repeat
13209.0,Growing Repeat
13211.0,Growing Repeat
13213.0,Growing Repeat
13214.0,High-Value Loyal
13215.0,Bulk / Wholesale
13217.0,Bulk / Wholesale
13219.0,At-Risk / Churned
13220.0,At-Risk / Churned
13222.0,Bulk / Wholesale
13223.0,Bulk / Wholesale
13225.0,High-Value Loyal
13226.0,Low-Value / One-Time
13230.0,High-Value Loyal
13233.0,Low-Value / One-Time
13234.0,At-Risk / Churned
13237.0,Low-Value / One-Time
13238.0,Bulk / Wholesale
13239.0,Growing Repeat
13240.0,Growing Repeat
13241.0,Low-Value / One-Time
13242.0,Bulk / Wholesale
13243.0,Growing Repeat
13245.0,Low-Value / One-Time
13246.0,Growing Repeat
13249.0,Bulk / Wholesale
13250.0,Low-Value / One-Time
13251.0,Low-Value / One-Time
13252.0,Low-Value / One-Time
13253.0,Growing Repeat
13254.0,Low-Value / One-Time
13255.0,Low-Value / One-Time
13257.0,Low-Value / One-Time
13258.0,Bulk / Wholesale
13259.0,Growing Repeat
13262.0,Low-Value / One-Time
13263.0,Growing Repeat
13264.0,Low-Value / One-Time
13266.0,Growing Repeat
13267.0,High-Value Loyal
13269.0,High-Value Loyal
13270.0,Bulk / Wholesale
13274.0,Low-Value / One-Time
13275.0,Low-Value / One-Time
13276.0,Growing Repeat
13277.0,Low-Value / One-Time
13278.0,Growing Repeat
13280.0,Growing Repeat
13281.0,Low-Value / One-Time
13282.0,Low-Value / One-Time
13283.0,At-Risk / Churned
13285.0,At-Risk / Churned
13286.0,At-Risk / Churned
13287.0,Growing Repeat
13288.0,Bulk / Wholesale
13289.0,At-Risk / Churned
13290.0,Bulk / Wholesale
13291.0,Growing Repeat
13292.0,Low-Value / One-Time
13293.0,Growing Repeat
13294.0,At-Risk / Churned
13295.0,Growing Repeat
13296.0,Growing Repeat
13297.0,Growing Repeat
13299.0,Growing Repeat
13300.0,Low-Value / One-Time
13302.0,At-Risk / Churned
13303.0,Low-Value / One-Time
13304.0,Growing Repeat
13305.0,Growing Repeat
13306.0,Low-Value / One-Time
13307.0,Low-Value / One-Time
13308.0,At-Risk / Churned
13309.0,Low-Value / One-Time
13310.0,Low-Value / One-Time
13312.0,Low-Value / One-Time
13313.0,Growing Repeat
13315.0,At-Risk / Churned
13316.0,High-Value Loyal
13317.0,High-Value Loyal
13319.0,High-Value Loyal
13320.0,Growing Repeat
13324.0,High-Value Loyal
13326.0,Low-Value / One-Time
13327.0,High-Value Loyal
13329.0,High-Value Loyal
13330.0,Growing Repeat
13331.0,Low-Value / One-Time
13333.0,Growing Repeat
13334.0,Growing Repeat
13337.0,Growing Repeat
13338.0,Growing Repeat
13340.0,High-Value Loyal
13346.0,Bulk / Wholesale
13357.0,Growing Repeat
13359.0,Low-Value / One-Time
13360.0,Growing Repeat
13361.0,Growing Repeat
13362.0,Growing Repeat
13363.0,Low-Value / One-Time
13367.0,Low-Value / One-Time
13368.0,Low-Value / One-Time
13369.0,Low-Value / One-Time
13370.0,Low-Value / One-Time
13371.0,Growing Repeat
13373.0,Growing Repeat
13374.0,Low-Value / One-Time
13375.0,Growing Repeat
13377.0,Growing Repeat
13380.0,Low-Value / One-Time
13381.0,High-Value Loyal
13382.0,Growing Repeat
13383.0,Bulk / Wholesale
13384.0,Growing Repeat
13386.0,Growing Repeat
13387.0,Low-Value / One-Time
13388.0,At-Risk / Churned
13392.0,At-Risk / Churned
13393.0,Growing Repeat
13394.0,High-Value Loyal
13395.0,Growing Repeat
13397.0,Growing Repeat
13398.0,Low-Value / One-Time
13399.0,Bulk / Wholesale
13400.0,At-Risk / Churned
13402.0,Growing Repeat
13403.0,Low-Value / One-Time
13405.0,Growing Repeat
13406.0,Bulk / Wholesale
13407.0,Growing Repeat
13408.0,High-Value Loyal
13410.0,Growing Repeat
13412.0,At-Risk / Churned
13413.0,At-Risk / Churned
13414.0,Growing Repeat
13415.0,Growing Repeat
13416.0,At-Risk / Churned
13417.0,Growing Repeat
13418.0,High-Value Loyal
13421.0,Growing Repeat
13423.0,Low-Value / One-Time
13424.0,Low-Value / One-Time
13425.0,Growing Repeat
13426.0,High-Value Loyal
13427.0,Low-Value / One-Time
13428.0,Low-Value / One-Time
13431.0,Growing Repeat
13432.0,At-Risk / Churned
13433.0,Low-Value / One-Time
13434.0,Bulk / Wholesale
13435.0,Growing Repeat
13438.0,At-Risk / Churned
13439.0,Growing Repeat
13440.0,Growing Repeat
13441.0,Low-Value / One-Time
13442.0,At-Risk / Churned
13443.0,Growing Repeat
13444.0,Low-Value / One-Time
13445.0,At-Risk / Churned
13446.0,High-Value Loyal
13448.0,High-Value Loyal
13450.0,High-Value Loyal
13451.0,High-Value Loyal
13452.0,Bulk / Wholesale
13453.0,Low-Value / One-Time
13454.0,At-Risk / Churned
13455.0,Growing Repeat
13457.0,At-Risk / Churned
13458.0,Growing Repeat
13459.0,Growing Repeat
13461.0,Growing Repeat
13462.0,Growing Repeat
13464.0,Growing Repeat
13465.0,Growing Repeat
13466.0,Growing Repeat
13468.0,High-Value Loyal
13469.0,At-Risk / Churned
13472.0,Low-Value / One-Time
13473.0,Growing Repeat
13474.0,Low-Value / One-Time
13476.0,Growing Repeat
13477.0,Growing Repeat
13478.0,Growing Repeat
13479.0,Low-Value / One-Time
13480.0,Low-Value / One-Time
13481.0,Growing Repeat
13482.0,At-Risk / Churned
13484.0,Low-Value / One-Time
13485.0,High-Value Loyal
13487.0,Low-Value / One-Time
13488.0,High-Value Loyal
13490.0,At-Risk / Churned
13491.0,High-Value Loyal
13495.0,High-Value Loyal
13497.0,Growing Repeat
13498.0,At-Risk / Churned
13500.0,Low-Value / One-Time
13501.0,Growing Repeat
13502.0,Low-Value / One-Time
13503.0,Growing Repeat
13506.0,Growing Repeat
13508.0,At-Risk / Churned
13509.0,At-Risk / Churned
13510.0,High-Value Loyal
13511.0,At-Risk / Churned
13512.0,Low-Value / One-Time
13513.0,Low-Value / One-Time
13514.0,Low-Value / One-Time
13515.0,Low-Value / One-Time
13516.0,Low-Value / One-Time
13519.0,Low-Value / One-Time
13520.0,High-Value Loyal
13523.0,Growing Repeat
13526.0,At-Risk / Churned
13527.0,Growing Repeat
13530.0,At-Risk / Churned
13531.0,Growing Repeat
13534.0,High-Value Loyal
13535.0,Bulk / Wholesale
13537.0,Growing Repeat
13538.0,Growing Repeat
13539.0,Growing Repeat
13540.0,Low-Value / One-Time
13541.0,Bulk / Wholesale
13542.0,High-Value Loyal
13543.0,At-Risk / Churned
13544.0,Growing Repeat
13545.0,Low-Value / One-Time
13546.0,Low-Value / One-Time
13547.0,Low-Value / One-Time
13548.0,Low-Value / One-Time
13549.0,Low-Value / One-Time
13550.0,Low-Value / One-Time
13551.0,Bulk / Wholesale
13552.0,High-Value Loyal
13553.0,At-Risk / Churned
13554.0,Growing Repeat
13555.0,High-Value Loyal
13556.0,Low-Value / One-Time
13557.0,High-Value Loyal
13559.0,Bulk / Wholesale
13561.0,Growing Repeat
13562.0,Growing Repeat
13564.0,High-Value Loyal
13565.0,Low-Value / One-Time
13566.0,Growing Repeat
13567.0,Growing Repeat
13569.0,Low-Value / One-Time
13571.0,High-Value Loyal
13573.0,Growing Repeat
13574.0,Low-Value / One-Time
13576.0,High-Value Loyal
13577.0,Growing Repeat
13578.0,Low-Value / One-Time
13579.0,Growing Repeat
13580.0,Low-Value / One-Time
13581.0,Low-Value / One-Time
13582.0,Low-Value / One-Time
13583.0,At-Risk / Churned
13584.0,Low-Value / One-Time
13585.0,Growing Repeat
13586.0,At-Risk / Churned
13587.0,Growing Repeat
13589.0,Low-Value / One-Time
13590.0,High-Value Loyal
13591.0,Growing Repeat
13593.0,High-Value Loyal
13594.0,Low-Value / One-Time
13595.0,Growing Repeat
13597.0,Low-Value / One-Time
13598.0,Growing Repeat
13599.0,High-Value Loyal
13600.0,At-Risk / Churned
13601.0,Low-Value / One-Time
13602.0,Low-Value / One-Time
13604.0,At-Risk / Churned
13605.0,Low-Value / One-Time
13607.0,Low-Value / One-Time
13608.0,At-Risk / Churned
13609.0,At-Risk / Churned
13610.0,Growing Repeat
13611.0,Growing Repeat
13612.0,At-Risk / Churned
13613.0,Growing Repeat
13614.0,Low-Value / One-Time
13615.0,High-Value Loyal
13616.0,At-Risk / Churned
13617.0,Growing Repeat
13619.0,At-Risk / Churned
13620.0,At-Risk / Churned
13622.0,At-Risk / Churned
13623.0,Growing Repeat
13624.0,Low-Value / One-Time
13625.0,At-Risk / Churned
13626.0,Low-Value / One-Time
13627.0,Low-Value / One-Time
13628.0,At-Risk / Churned
13629.0,Bulk / Wholesale
13632.0,Growing Repeat
13634.0,High-Value Loyal
13635.0,Growing Repeat
13639.0,Low-Value / One-Time
13640.0,Bulk / Wholesale
13641.0,Growing Repeat
13642.0,Low-Value / One-Time
13643.0,Growing Repeat
13646.0,Low-Value / One-Time
13647.0,Growing Repeat
13648.0,Growing Repeat
13649.0,Growing Repeat
13650.0,Growing Repeat
13651.0,Low-Value / One-Time
13652.0,Growing Repeat
13653.0,Low-Value / One-Time
13654.0,High-Value Loyal
13655.0,Growing Repeat
13656.0,Growing Repeat
13658.0,Growing Repeat
13659.0,High-Value Loyal
13660.0,Low-Value / One-Time
13661.0,At-Risk / Churned
13662.0,Growing Repeat
13663.0,Growing Repeat
13665.0,Growing Repeat
13666.0,Low-Value / One-Time
13668.0,High-Value Loyal
13669.0,Low-Value / One-Time
13671.0,Low-Value / One-Time
13672.0,At-Risk / Churned
13674.0,Low-Value / One-Time
13676.0,At-Risk / Churned
13677.0,Low-Value / One-Time
13679.0,Low-Value / One-Time
13680.0,High-Value Loyal
13683.0,Low-Value / One-Time
13684.0,Low-Value / One-Time
13686.0,Low-Value / One-Time
13687.0,High-Value Loyal
13688.0,Bulk / Wholesale
13689.0,Bulk / Wholesale
13691.0,Low-Value / One-Time
13692.0,Growing Repeat
13693.0,Growing Repeat
13694.0,High-Value Loyal
13695.0,At-Risk / Churned
13696.0,Growing Repeat
13698.0,At-Risk / Churned
13699.0,At-Risk / Churned
13700.0,Low-Value / One-Time
13701.0,Low-Value / One-Time
13702.0,Low-Value / One-Time
13703.0,Low-Value / One-Time
13705.0,Growing Repeat
13706.0,At-Risk / Churned
13707.0,Growing Repeat
13709.0,Growing Repeat
13710.0,Low-Value / One-Time
13711.0,Growing Repeat
13712.0,At-Risk / Churned
13713.0,Growing Repeat
13714.0,Low-Value / One-Time
13715.0,High-Value Loyal
13717.0,Low-Value / One-Time
13719.0,Growing Repeat
13721.0,Low-Value / One-Time
13722.0,High-Value Loyal
13723.0,Growing Repeat
